nct_id,mesh_term,mesh_type
NCT00678392,Adenocarcinoma,mesh-ancestor
NCT00678392,Carcinoma,mesh-ancestor
NCT00678392,"Neoplasms, Glandular and Epithelial",mesh-ancestor
NCT00678392,Neoplasms by Histologic Type,mesh-ancestor
NCT00678392,Neoplasms,mesh-ancestor
NCT00678392,Urologic Neoplasms,mesh-ancestor
NCT00678392,Urogenital Neoplasms,mesh-ancestor
NCT00678392,Neoplasms by Site,mesh-ancestor
NCT00678392,Kidney Diseases,mesh-ancestor
NCT00678392,Urologic Diseases,mesh-ancestor
NCT00678535,Stomach Neoplasms,mesh-list
NCT00678535,Gastrointestinal Neoplasms,mesh-ancestor
NCT00678535,Digestive System Neoplasms,mesh-ancestor
NCT00678535,Neoplasms by Site,mesh-ancestor
NCT00678535,Neoplasms,mesh-ancestor
NCT00678535,Digestive System Diseases,mesh-ancestor
NCT00678535,Gastrointestinal Diseases,mesh-ancestor
NCT00678535,Stomach Diseases,mesh-ancestor
NCT00683696,Heart Failure,mesh-list
NCT00683696,Heart Diseases,mesh-ancestor
NCT00683696,Cardiovascular Diseases,mesh-ancestor
NCT00708162,HIV Infections,mesh-list
NCT00708162,Blood-Borne Infections,mesh-ancestor
NCT00708162,Communicable Diseases,mesh-ancestor
NCT00708162,Infections,mesh-ancestor
NCT00708162,"Sexually Transmitted Diseases, Viral",mesh-ancestor
NCT00708162,Sexually Transmitted Diseases,mesh-ancestor
NCT00708162,Lentivirus Infections,mesh-ancestor
NCT00708162,Retroviridae Infections,mesh-ancestor
NCT00708162,RNA Virus Infections,mesh-ancestor
NCT00708162,Virus Diseases,mesh-ancestor
NCT00708162,Immunologic Deficiency Syndromes,mesh-ancestor
NCT00708162,Immune System Diseases,mesh-ancestor
NCT00708942,Neoplasms,mesh-list
NCT00708942,Carcinoma in Situ,mesh-list
NCT00708942,Cervical Intraepithelial Neoplasia,mesh-list
NCT00708942,Carcinoma,mesh-ancestor
NCT00708942,"Neoplasms, Glandular and Epithelial",mesh-ancestor
NCT00708942,Neoplasms by Histologic Type,mesh-ancestor
NCT00714311,Disease,mesh-list
NCT00714311,Personality Disorders,mesh-list
NCT00714311,Borderline Personality Disorder,mesh-list
NCT00714311,Pathologic Processes,mesh-ancestor
NCT00714311,Mental Disorders,mesh-ancestor
NCT00716079,Cerebral Hemorrhage,mesh-list
NCT00716079,Hemorrhage,mesh-list
NCT00716079,Cerebrovascular Disorders,mesh-ancestor
NCT00716079,Brain Diseases,mesh-ancestor
NCT00716079,Central Nervous System Diseases,mesh-ancestor
NCT00716079,Nervous System Diseases,mesh-ancestor
NCT00716079,Vascular Diseases,mesh-ancestor
NCT00716079,Cardiovascular Diseases,mesh-ancestor
NCT00716079,Pathologic Processes,mesh-ancestor
NCT00716079,Intracranial Hemorrhages,mesh-ancestor
NCT00722566,Multiple Myeloma,mesh-list
NCT00722566,"Neoplasms, Plasma Cell",mesh-list
NCT00722566,Neoplasms by Histologic Type,mesh-ancestor
NCT00722566,Neoplasms,mesh-ancestor
NCT00722566,Hemostatic Disorders,mesh-ancestor
NCT00722566,Vascular Diseases,mesh-ancestor
NCT00722566,Cardiovascular Diseases,mesh-ancestor
NCT00722566,Paraproteinemias,mesh-ancestor
NCT00722566,Blood Protein Disorders,mesh-ancestor
NCT00722566,Hematologic Diseases,mesh-ancestor
NCT00722566,Hemorrhagic Disorders,mesh-ancestor
NCT00722566,Lymphoproliferative Disorders,mesh-ancestor
NCT00722566,Immunoproliferative Disorders,mesh-ancestor
NCT00722566,Immune System Diseases,mesh-ancestor
NCT00733343,Sleep Apnea Syndromes,mesh-list
NCT00733343,Respiratory Aspiration,mesh-list
NCT00733343,"Sleep Apnea, Central",mesh-list
NCT00733343,Heart Failure,mesh-list
NCT00733343,Heart Diseases,mesh-ancestor
NCT00733343,Cardiovascular Diseases,mesh-ancestor
NCT00733343,Apnea,mesh-ancestor
NCT00733343,Respiration Disorders,mesh-ancestor
NCT00733343,Respiratory Tract Diseases,mesh-ancestor
NCT00733343,"Sleep Disorders, Intrinsic",mesh-ancestor
NCT00733343,Dyssomnias,mesh-ancestor
NCT00733343,Sleep Wake Disorders,mesh-ancestor
NCT00733343,Nervous System Diseases,mesh-ancestor
NCT00733343,Pathologic Processes,mesh-ancestor
NCT00740831,Myoma,mesh-list
NCT00740831,Leiomyoma,mesh-list
NCT00740831,Myofibroma,mesh-list
NCT00740831,"Neoplasms, Muscle Tissue",mesh-ancestor
NCT00740831,"Neoplasms, Connective and Soft Tissue",mesh-ancestor
NCT00740831,Neoplasms by Histologic Type,mesh-ancestor
NCT00740831,Neoplasms,mesh-ancestor
NCT00740831,"Neoplasms, Connective Tissue",mesh-ancestor
NCT00740831,Connective Tissue Diseases,mesh-ancestor
NCT00742859,Atrial Fibrillation,mesh-list
NCT00742859,"Arrhythmias, Cardiac",mesh-ancestor
NCT00742859,Heart Diseases,mesh-ancestor
NCT00742859,Cardiovascular Diseases,mesh-ancestor
NCT00742859,Pathologic Processes,mesh-ancestor
NCT00749996,Sciatica,mesh-list
NCT00749996,Pain,mesh-ancestor
NCT00749996,Neurologic Manifestations,mesh-ancestor
NCT00749996,Sciatic Neuropathy,mesh-ancestor
NCT00749996,Mononeuropathies,mesh-ancestor
NCT00749996,Peripheral Nervous System Diseases,mesh-ancestor
NCT00749996,Neuromuscular Diseases,mesh-ancestor
NCT00749996,Nervous System Diseases,mesh-ancestor
NCT00749996,Neuralgia,mesh-ancestor
NCT00769561,Temporomandibular Joint Disorders,mesh-list
NCT00769561,Temporomandibular Joint Dysfunction Syndrome,mesh-list
NCT00769561,Disease,mesh-list
NCT00769561,Pathologic Processes,mesh-ancestor
NCT00769561,Craniomandibular Disorders,mesh-ancestor
NCT00769561,Mandibular Diseases,mesh-ancestor
NCT00769561,Jaw Diseases,mesh-ancestor
NCT00769561,Musculoskeletal Diseases,mesh-ancestor
NCT00769561,Joint Diseases,mesh-ancestor
NCT00769561,Muscular Diseases,mesh-ancestor
NCT00769561,Stomatognathic Diseases,mesh-ancestor
NCT00769561,Myofascial Pain Syndromes,mesh-ancestor
NCT00778648,Common Cold,mesh-list
NCT00778648,Respiratory Tract Infections,mesh-ancestor
NCT00778648,Infections,mesh-ancestor
NCT00778648,Picornaviridae Infections,mesh-ancestor
NCT00778648,RNA Virus Infections,mesh-ancestor
NCT00778648,Virus Diseases,mesh-ancestor
NCT00778648,Respiratory Tract Diseases,mesh-ancestor
NCT00786994,"Keratosis, Actinic",mesh-list
NCT00786994,Keratosis,mesh-list
NCT00786994,Skin Diseases,mesh-ancestor
NCT00786994,Precancerous Conditions,mesh-ancestor
NCT00786994,Neoplasms,mesh-ancestor
NCT00798317,Tissue Adhesions,mesh-list
NCT00798317,Cicatrix,mesh-ancestor
NCT00798317,Fibrosis,mesh-ancestor
NCT00798317,Pathologic Processes,mesh-ancestor
NCT00798967,Short Bowel Syndrome,mesh-list
NCT00798967,Syndrome,mesh-list
NCT00798967,Disease,mesh-ancestor
NCT00798967,Pathologic Processes,mesh-ancestor
NCT00798967,Malabsorption Syndromes,mesh-ancestor
NCT00798967,Intestinal Diseases,mesh-ancestor
NCT00798967,Gastrointestinal Diseases,mesh-ancestor
NCT00798967,Digestive System Diseases,mesh-ancestor
NCT00798967,Postoperative Complications,mesh-ancestor
NCT00800384,Tachycardia,mesh-list
NCT00800384,"Tachycardia, Ventricular",mesh-list
NCT00800384,Ventricular Fibrillation,mesh-list
NCT00800384,"Arrhythmias, Cardiac",mesh-ancestor
NCT00800384,Heart Diseases,mesh-ancestor
NCT00800384,Cardiovascular Diseases,mesh-ancestor
NCT00800384,Cardiac Conduction System Disease,mesh-ancestor
NCT00800384,Pathologic Processes,mesh-ancestor
NCT00803205,Cystic Fibrosis,mesh-list
NCT00803205,Fibrosis,mesh-list
NCT00803205,Pathologic Processes,mesh-ancestor
NCT00803205,Pancreatic Diseases,mesh-ancestor
NCT00803205,Digestive System Diseases,mesh-ancestor
NCT00803205,Lung Diseases,mesh-ancestor
NCT00803205,Respiratory Tract Diseases,mesh-ancestor
NCT00803205,"Genetic Diseases, Inborn",mesh-ancestor
NCT00803205,"Infant, Newborn, Diseases",mesh-ancestor
NCT00803634,Hypertension,mesh-list
NCT00803634,Heart Failure,mesh-list
NCT00803634,Vascular Diseases,mesh-ancestor
NCT00803634,Cardiovascular Diseases,mesh-ancestor
NCT00803634,Heart Diseases,mesh-ancestor
NCT00808236,Heart Arrest,mesh-list
NCT00808236,Heart Diseases,mesh-ancestor
NCT00808236,Cardiovascular Diseases,mesh-ancestor
NCT00810043,"Fractures, Compression",mesh-list
NCT00810043,"Fractures, Bone",mesh-ancestor
NCT00810043,Wounds and Injuries,mesh-ancestor
NCT00819286,Wound Infection,mesh-list
NCT00819286,Mediastinitis,mesh-list
NCT00819286,Infections,mesh-ancestor
NCT00819286,Mediastinal Diseases,mesh-ancestor
NCT00819286,Thoracic Diseases,mesh-ancestor
NCT00819286,Respiratory Tract Diseases,mesh-ancestor
NCT00823212,Coronary Artery Disease,mesh-list
NCT00823212,Coronary Disease,mesh-ancestor
NCT00823212,Myocardial Ischemia,mesh-ancestor
NCT00823212,Heart Diseases,mesh-ancestor
NCT00823212,Cardiovascular Diseases,mesh-ancestor
NCT00823212,Arteriosclerosis,mesh-ancestor
NCT00823212,Arterial Occlusive Diseases,mesh-ancestor
NCT00823212,Vascular Diseases,mesh-ancestor
NCT00831233,Prostatic Neoplasms,mesh-list
NCT00831233,"Genital Neoplasms, Male",mesh-ancestor
NCT00831233,Urogenital Neoplasms,mesh-ancestor
NCT00831233,Neoplasms by Site,mesh-ancestor
NCT00831233,Neoplasms,mesh-ancestor
NCT00831233,Prostatic Diseases,mesh-ancestor
NCT00833248,Prostatic Neoplasms,mesh-list
NCT00833248,"Genital Neoplasms, Male",mesh-ancestor
NCT00833248,Urogenital Neoplasms,mesh-ancestor
NCT00833248,Neoplasms by Site,mesh-ancestor
NCT00833248,Neoplasms,mesh-ancestor
NCT00833248,Prostatic Diseases,mesh-ancestor
NCT00835978,Carcinoma,mesh-list
NCT00835978,"Carcinoma, Renal Cell",mesh-list
NCT00835978,"Neoplasms, Glandular and Epithelial",mesh-ancestor
NCT00835978,Neoplasms by Histologic Type,mesh-ancestor
NCT00835978,Neoplasms,mesh-ancestor
NCT00835978,Adenocarcinoma,mesh-ancestor
NCT00835978,Kidney Neoplasms,mesh-ancestor
NCT00835978,Urologic Neoplasms,mesh-ancestor
NCT00835978,Urogenital Neoplasms,mesh-ancestor
NCT00835978,Neoplasms by Site,mesh-ancestor
NCT00835978,Kidney Diseases,mesh-ancestor
NCT00835978,Urologic Diseases,mesh-ancestor
NCT00844649,Adenocarcinoma,mesh-list
NCT00844649,Carcinoma,mesh-ancestor
NCT00844649,"Neoplasms, Glandular and Epithelial",mesh-ancestor
NCT00844649,Neoplasms by Histologic Type,mesh-ancestor
NCT00844649,Neoplasms,mesh-ancestor
NCT00864253,Melanoma,mesh-list
NCT00864253,Neuroendocrine Tumors,mesh-ancestor
NCT00864253,Neuroectodermal Tumors,mesh-ancestor
NCT00864253,"Neoplasms, Germ Cell and Embryonal",mesh-ancestor
NCT00864253,Neoplasms by Histologic Type,mesh-ancestor
NCT00864253,Neoplasms,mesh-ancestor
NCT00864253,"Neoplasms, Nerve Tissue",mesh-ancestor
NCT00864253,Nevi and Melanomas,mesh-ancestor
NCT00868166,Motor Neuron Disease,mesh-list
NCT00868166,Amyotrophic Lateral Sclerosis,mesh-list
NCT00868166,Sclerosis,mesh-list
NCT00868166,Pathologic Processes,mesh-ancestor
NCT00868166,Neurodegenerative Diseases,mesh-ancestor
NCT00868166,Nervous System Diseases,mesh-ancestor
NCT00868166,Neuromuscular Diseases,mesh-ancestor
NCT00868166,Spinal Cord Diseases,mesh-ancestor
NCT00868166,Central Nervous System Diseases,mesh-ancestor
NCT00868166,TDP-43 Proteinopathies,mesh-ancestor
NCT00868166,Proteostasis Deficiencies,mesh-ancestor
NCT00868166,Metabolic Diseases,mesh-ancestor
NCT00873119,Carcinoma,mesh-list
NCT00873119,"Neoplasms, Unknown Primary",mesh-list
NCT00873119,"Neoplasms, Glandular and Epithelial",mesh-ancestor
NCT00873119,Neoplasms by Histologic Type,mesh-ancestor
NCT00873119,Neoplasms,mesh-ancestor
NCT00873119,Neoplasm Metastasis,mesh-ancestor
NCT00873119,Neoplastic Processes,mesh-ancestor
NCT00873119,Pathologic Processes,mesh-ancestor
NCT00874848,"Carcinoma, Non-Small-Cell Lung",mesh-list
NCT00874848,"Carcinoma, Bronchogenic",mesh-ancestor
NCT00874848,Bronchial Neoplasms,mesh-ancestor
NCT00874848,Lung Neoplasms,mesh-ancestor
NCT00874848,Respiratory Tract Neoplasms,mesh-ancestor
NCT00874848,Thoracic Neoplasms,mesh-ancestor
NCT00874848,Neoplasms by Site,mesh-ancestor
NCT00874848,Neoplasms,mesh-ancestor
NCT00874848,Lung Diseases,mesh-ancestor
NCT00874848,Respiratory Tract Diseases,mesh-ancestor
NCT00879229,"Hypertension, Pulmonary",mesh-list
NCT00879229,Pulmonary Fibrosis,mesh-list
NCT00879229,Idiopathic Pulmonary Fibrosis,mesh-list
NCT00879229,Hypertension,mesh-list
NCT00879229,Fibrosis,mesh-list
NCT00879229,Vascular Diseases,mesh-ancestor
NCT00879229,Cardiovascular Diseases,mesh-ancestor
NCT00879229,Pathologic Processes,mesh-ancestor
NCT00879229,Lung Diseases,mesh-ancestor
NCT00879229,Respiratory Tract Diseases,mesh-ancestor
NCT00886704,Atherosclerosis,mesh-list
NCT00886704,Arteriosclerosis,mesh-ancestor
NCT00886704,Arterial Occlusive Diseases,mesh-ancestor
NCT00886704,Vascular Diseases,mesh-ancestor
NCT00886704,Cardiovascular Diseases,mesh-ancestor
NCT00887978,"Hypertension, Pulmonary",mesh-list
NCT00887978,Pulmonary Arterial Hypertension,mesh-list
NCT00887978,Hypertension,mesh-list
NCT00887978,Vascular Diseases,mesh-ancestor
NCT00887978,Cardiovascular Diseases,mesh-ancestor
NCT00887978,Lung Diseases,mesh-ancestor
NCT00887978,Respiratory Tract Diseases,mesh-ancestor
NCT00888433,Hypertension,mesh-list
NCT00888433,Vascular Diseases,mesh-ancestor
NCT00888433,Cardiovascular Diseases,mesh-ancestor
NCT00888940,"Blood Loss, Surgical",mesh-list
NCT00888940,Hemorrhage,mesh-ancestor
NCT00888940,Pathologic Processes,mesh-ancestor
NCT00888940,Intraoperative Complications,mesh-ancestor
NCT00895830,Nausea,mesh-list
NCT00895830,Vomiting,mesh-list
NCT00895830,Postoperative Nausea and Vomiting,mesh-list
NCT00895830,"Signs and Symptoms, Digestive",mesh-ancestor
NCT00895830,Postoperative Complications,mesh-ancestor
NCT00895830,Pathologic Processes,mesh-ancestor
NCT00900146,"Diabetes Mellitus, Type 2",mesh-list
NCT00900146,Diabetes Mellitus,mesh-ancestor
NCT00900146,Glucose Metabolism Disorders,mesh-ancestor
NCT00900146,Metabolic Diseases,mesh-ancestor
NCT00900146,Endocrine System Diseases,mesh-ancestor
NCT00903331,Pulmonary Fibrosis,mesh-list
NCT00903331,Idiopathic Pulmonary Fibrosis,mesh-list
NCT00903331,Fibrosis,mesh-list
NCT00903331,Pathologic Processes,mesh-ancestor
NCT00903331,Lung Diseases,mesh-ancestor
NCT00903331,Respiratory Tract Diseases,mesh-ancestor
NCT00905268,Ataxia,mesh-list
NCT00905268,Cerebellar Ataxia,mesh-list
NCT00905268,Friedreich Ataxia,mesh-list
NCT00905268,Dyskinesias,mesh-ancestor
NCT00905268,Neurologic Manifestations,mesh-ancestor
NCT00905268,Nervous System Diseases,mesh-ancestor
NCT00905268,Cerebellar Diseases,mesh-ancestor
NCT00905268,Brain Diseases,mesh-ancestor
NCT00905268,Central Nervous System Diseases,mesh-ancestor
NCT00905268,Spinocerebellar Degenerations,mesh-ancestor
NCT00905268,Spinal Cord Diseases,mesh-ancestor
NCT00905268,"Heredodegenerative Disorders, Nervous System",mesh-ancestor
NCT00905268,Neurodegenerative Diseases,mesh-ancestor
NCT00905268,"Genetic Diseases, Inborn",mesh-ancestor
NCT00905268,Mitochondrial Diseases,mesh-ancestor
NCT00905268,Metabolic Diseases,mesh-ancestor
NCT00905840,"Jaw, Edentulous",mesh-list
NCT00905840,"Mouth, Edentulous",mesh-list
NCT00905840,Mouth Diseases,mesh-ancestor
NCT00905840,Stomatognathic Diseases,mesh-ancestor
NCT00905840,Tooth Diseases,mesh-ancestor
NCT00905840,Jaw Diseases,mesh-ancestor
NCT00905840,Musculoskeletal Diseases,mesh-ancestor
NCT00909532,Cystic Fibrosis,mesh-list
NCT00909532,Fibrosis,mesh-list
NCT00909532,Pathologic Processes,mesh-ancestor
NCT00909532,Pancreatic Diseases,mesh-ancestor
NCT00909532,Digestive System Diseases,mesh-ancestor
NCT00909532,Lung Diseases,mesh-ancestor
NCT00909532,Respiratory Tract Diseases,mesh-ancestor
NCT00909532,"Genetic Diseases, Inborn",mesh-ancestor
NCT00909532,"Infant, Newborn, Diseases",mesh-ancestor
NCT00909727,Cystic Fibrosis,mesh-list
NCT00909727,Fibrosis,mesh-list
NCT00909727,Pathologic Processes,mesh-ancestor
NCT00909727,Pancreatic Diseases,mesh-ancestor
NCT00909727,Digestive System Diseases,mesh-ancestor
NCT00909727,Lung Diseases,mesh-ancestor
NCT00909727,Respiratory Tract Diseases,mesh-ancestor
NCT00909727,"Genetic Diseases, Inborn",mesh-ancestor
NCT00909727,"Infant, Newborn, Diseases",mesh-ancestor
NCT00913744,Macular Degeneration,mesh-list
NCT00913744,Wet Macular Degeneration,mesh-list
NCT00913744,Tissue Adhesions,mesh-list
NCT00913744,Retinal Degeneration,mesh-ancestor
NCT00913744,Retinal Diseases,mesh-ancestor
NCT00913744,Eye Diseases,mesh-ancestor
NCT00913744,Cicatrix,mesh-ancestor
NCT00913744,Fibrosis,mesh-ancestor
NCT00913744,Pathologic Processes,mesh-ancestor
NCT00924638,Stroke,mesh-list
NCT00924638,Ischemic Stroke,mesh-list
NCT00924638,"Ischemic Attack, Transient",mesh-list
NCT00924638,Ischemia,mesh-list
NCT00924638,Cerebrovascular Disorders,mesh-ancestor
NCT00924638,Brain Diseases,mesh-ancestor
NCT00924638,Central Nervous System Diseases,mesh-ancestor
NCT00924638,Nervous System Diseases,mesh-ancestor
NCT00924638,Vascular Diseases,mesh-ancestor
NCT00924638,Cardiovascular Diseases,mesh-ancestor
NCT00924638,Pathologic Processes,mesh-ancestor
NCT00924638,Brain Ischemia,mesh-ancestor
NCT00925301,Fabry Disease,mesh-list
NCT00925301,Sphingolipidoses,mesh-ancestor
NCT00925301,"Lysosomal Storage Diseases, Nervous System",mesh-ancestor
NCT00925301,"Brain Diseases, Metabolic, Inborn",mesh-ancestor
NCT00925301,"Brain Diseases, Metabolic",mesh-ancestor
NCT00925301,Brain Diseases,mesh-ancestor
NCT00925301,Central Nervous System Diseases,mesh-ancestor
NCT00925301,Nervous System Diseases,mesh-ancestor
NCT00925301,Cerebral Small Vessel Diseases,mesh-ancestor
NCT00925301,Cerebrovascular Disorders,mesh-ancestor
NCT00925301,Vascular Diseases,mesh-ancestor
NCT00925301,Cardiovascular Diseases,mesh-ancestor
NCT00925301,"Genetic Diseases, X-Linked",mesh-ancestor
NCT00925301,"Genetic Diseases, Inborn",mesh-ancestor
NCT00925301,"Metabolism, Inborn Errors",mesh-ancestor
NCT00925301,Lipidoses,mesh-ancestor
NCT00925301,"Lipid Metabolism, Inborn Errors",mesh-ancestor
NCT00925301,Lysosomal Storage Diseases,mesh-ancestor
NCT00925301,Metabolic Diseases,mesh-ancestor
NCT00925301,Lipid Metabolism Disorders,mesh-ancestor
NCT01591031,Wounds and Injuries,mesh-list
NCT00930813,Atherosclerosis,mesh-list
NCT00930813,Vascular Diseases,mesh-list
NCT00930813,Arteriosclerosis,mesh-list
NCT00930813,Arterial Occlusive Diseases,mesh-ancestor
NCT00930813,Cardiovascular Diseases,mesh-ancestor
NCT00931463,HIV Infections,mesh-list
NCT00931463,Blood-Borne Infections,mesh-ancestor
NCT00931463,Communicable Diseases,mesh-ancestor
NCT00931463,Infections,mesh-ancestor
NCT00931463,"Sexually Transmitted Diseases, Viral",mesh-ancestor
NCT00931463,Sexually Transmitted Diseases,mesh-ancestor
NCT00931463,Lentivirus Infections,mesh-ancestor
NCT00931463,Retroviridae Infections,mesh-ancestor
NCT00931463,RNA Virus Infections,mesh-ancestor
NCT00931463,Virus Diseases,mesh-ancestor
NCT00931463,Immunologic Deficiency Syndromes,mesh-ancestor
NCT00931463,Immune System Diseases,mesh-ancestor
NCT00932893,"Carcinoma, Non-Small-Cell Lung",mesh-list
NCT00932893,Neoplasms,mesh-ancestor
NCT00932893,"Carcinoma, Bronchogenic",mesh-ancestor
NCT00932893,Bronchial Neoplasms,mesh-ancestor
NCT00932893,Lung Neoplasms,mesh-ancestor
NCT00932893,Respiratory Tract Neoplasms,mesh-ancestor
NCT00932893,Thoracic Neoplasms,mesh-ancestor
NCT00932893,Neoplasms by Site,mesh-ancestor
NCT00932893,Lung Diseases,mesh-ancestor
NCT00932893,Respiratory Tract Diseases,mesh-ancestor
NCT00941733,Ischemia,mesh-list
NCT00941733,Pathologic Processes,mesh-ancestor
NCT00943111,Gaucher Disease,mesh-list
NCT00943111,Sphingolipidoses,mesh-ancestor
NCT00943111,"Lysosomal Storage Diseases, Nervous System",mesh-ancestor
NCT00943111,"Brain Diseases, Metabolic, Inborn",mesh-ancestor
NCT00943111,"Brain Diseases, Metabolic",mesh-ancestor
NCT00943111,Brain Diseases,mesh-ancestor
NCT00943111,Central Nervous System Diseases,mesh-ancestor
NCT00943111,Nervous System Diseases,mesh-ancestor
NCT00943111,"Metabolism, Inborn Errors",mesh-ancestor
NCT00943111,"Genetic Diseases, Inborn",mesh-ancestor
NCT00943111,Lipidoses,mesh-ancestor
NCT00943111,"Lipid Metabolism, Inborn Errors",mesh-ancestor
NCT00943111,Lysosomal Storage Diseases,mesh-ancestor
NCT00943111,Metabolic Diseases,mesh-ancestor
NCT00943111,Lipid Metabolism Disorders,mesh-ancestor
NCT00949975,Lung Diseases,mesh-list
NCT00949975,"Lung Diseases, Obstructive",mesh-list
NCT00949975,"Pulmonary Disease, Chronic Obstructive",mesh-list
NCT00949975,Respiratory Tract Diseases,mesh-ancestor
NCT00950300,Breast Neoplasms,mesh-list
NCT00950300,Neoplasms by Site,mesh-ancestor
NCT00950300,Neoplasms,mesh-ancestor
NCT00950300,Breast Diseases,mesh-ancestor
NCT00950300,Skin Diseases,mesh-ancestor
NCT00958776,"Influenza, Human",mesh-list
NCT00958776,Pharyngitis,mesh-list
NCT00958776,Headache,mesh-list
NCT00958776,Respiratory Tract Infections,mesh-ancestor
NCT00958776,Infections,mesh-ancestor
NCT00958776,Orthomyxoviridae Infections,mesh-ancestor
NCT00958776,RNA Virus Infections,mesh-ancestor
NCT00958776,Virus Diseases,mesh-ancestor
NCT00958776,Respiratory Tract Diseases,mesh-ancestor
NCT00958776,Pain,mesh-ancestor
NCT00958776,Neurologic Manifestations,mesh-ancestor
NCT00958776,Pharyngeal Diseases,mesh-ancestor
NCT00958776,Stomatognathic Diseases,mesh-ancestor
